education,gender,nuts1,parameter_set,population
level_one,male,UKG,13,503269.38010570675
level_one,male,UKH,13,537585.9938215145
level_one,male,UKI,13,436643.8847571108
level_one,male,UKJ,13,693196.6715520214
level_one,male,UKK,13,457940.43726255256
level_one,male,UKL,13,266301.8324500356
level_one,male,UKM,13,309266.38313278183
level_one,female,UKC,13,305437.04273922014
level_one,female,UKD,13,745206.1931018122
level_one,female,UKE,13,565887.0176466749
level_one,female,UKF,13,503759.7786093872
level_one,female,UKG,13,589426.5417112322
level_one,female,UKH,13,659386.9091071676
level_one,female,UKI,13,522569.3796815057
level_one,female,UKJ,13,828079.1314478174
level_one,female,UKK,13,556572.5970571588
level_one,female,UKL,13,315608.17320128006
level_one,female,UKM,13,404991.97477562586
level_two,male,UKC,13,291136.5645089484
level_two,male,UKD,13,722553.9476120769
level_two,male,UKE,13,594874.4575595297
level_two,male,UKF,13,526413.9862259126
level_two,male,UKG,13,545729.5384334703
level_two,male,UKH,13,568596.1790828656
level_two,male,UKI,13,574280.7174022653
level_two,male,UKJ,13,880368.1223795678
level_two,male,UKK,13,609236.5738832277
level_two,male,UKL,13,322272.194150179
level_two,male,UKM,13,579943.0595487079
level_two,female,UKC,13,240029.41300749517
level_two,female,UKD,13,647299.0592616268
level_two,female,UKE,13,497511.7316952669
level_two,female,UKF,13,459505.9406516351
level_two,female,UKG,13,472806.7866921964
level_two,female,UKH,13,534957.3283672689
level_two,female,UKI,13,559634.830994609
level_two,female,UKJ,13,765262.4006427462
level_two,female,UKK,13,539752.1048035056
level_two,female,UKL,13,259922.14440314245
level_two,female,UKM,13,433276.0399104477
level_three,male,UKC,13,166170.85609425968
level_three,male,UKD,13,499308.4015756886
level_three,male,UKE,13,402125.2617143096
level_three,male,UKF,13,366723.2123769811
level_three,male,UKG,13,388087.01914318517
level_three,male,UKH,13,418602.75937945955
level_three,male,UKI,13,593727.9428644322
level_three,male,UKJ,13,609975.8907264164
level_three,male,UKK,13,386114.1171277817
level_three,male,UKL,13,229727.883133676
level_three,male,UKM,13,448937.44753579557
level_three,female,UKC,13,180626.8541391319
level_three,female,UKD,13,461006.8177086359
level_three,female,UKE,13,375193.7341802014
level_three,female,UKF,13,349765.495937258
level_three,female,UKG,13,389887.20018145884
level_three,female,UKH,13,425439.82000284793
level_three,female,UKI,13,597512.5938166535
level_three,female,UKJ,13,616200.4969440827
level_three,female,UKK,13,385299.9746926967
level_three,female,UKL,13,228355.11633217704
level_three,female,UKM,13,514202.487781097
level_four,male,UKC,13,229383.73871703196
level_four,male,UKD,13,696202.0025803086
level_four,male,UKE,13,479730.08194133826
level_four,male,UKF,13,405269.8770959081
level_four,male,UKG,13,522551.1554158037
level_four,male,UKH,13,655472.396949327
level_four,male,UKI,13,1560855.6044152274
level_four,male,UKJ,13,1105249.5472566364
level_four,male,UKK,13,599950.9151515991
level_four,male,UKL,13,285596.3271193358
level_four,male,UKM,13,563205.5020997896
level_four,female,UKC,13,266314.8643305972
level_four,female,UKD,13,808146.0335412866
level_four,female,UKE,13,552424.8930387569
level_four,female,UKF,13,461498.3978512879
level_four,female,UKG,13,593546.7530659282
level_four,female,UKH,13,684683.7986731591
level_four,female,UKI,13,1579625.0179783301
level_four,female,UKJ,13,1262673.2293603735
level_four,female,UKK,13,698629.4607692817
level_four,female,UKL,13,356575.9563077844
level_four,female,UKM,13,712314.952265445
no_qualifications,male,UKC,14,96121.0868159813
no_qualifications,male,UKD,14,275430.6875132597
no_qualifications,male,UKE,14,198013.03608013515
no_qualifications,male,UKF,14,140392.88517476484
no_qualifications,male,UKG,14,272997.87255318946
no_qualifications,male,UKH,14,186275.73770885883
no_qualifications,male,UKI,14,225703.91272220667
no_qualifications,male,UKJ,14,194645.84933550854
no_qualifications,male,UKK,14,117274.38598659358
no_qualifications,male,UKL,14,118023.83637389468
no_qualifications,male,UKM,14,213576.38728410797
no_qualifications,female,UKC,14,107669.63943515322
no_qualifications,female,UKD,14,277055.21980580926
no_qualifications,female,UKE,14,217892.678024641
no_qualifications,female,UKF,14,148986.24452690082
no_qualifications,female,UKG,14,280810.695035793
no_qualifications,female,UKH,14,187835.40706592592
no_qualifications,female,UKI,14,231417.6448979568
no_qualifications,female,UKJ,14,200478.57139301318
no_qualifications,female,UKK,14,113430.52749885384
no_qualifications,female,UKL,14,126731.23658635974
no_qualifications,female,UKM,14,229469.111557834
level_one,male,UKC,14,250668.3045288356
level_one,male,UKD,14,597878.1944198776
level_one,male,UKE,14,431254.0994951914
level_one,male,UKF,14,404326.4071216928
level_one,male,UKG,14,503022.81953211577
level_one,male,UKH,14,537706.7914343881
level_one,male,UKI,14,437595.06223982695
level_one,male,UKJ,14,693389.8987965474
level_one,male,UKK,14,457197.1752666234
level_one,male,UKL,14,266725.9158488443
level_one,male,UKM,14,308503.00250069436
level_one,female,UKC,14,305572.989915012
level_one,female,UKD,14,744770.3235892089
level_one,female,UKE,14,565210.975892583
level_one,female,UKF,14,503033.6419032249
level_one,female,UKG,14,588783.4906648477
level_one,female,UKH,14,660285.9683923144
level_one,female,UKI,14,522800.01499560487
level_one,female,UKJ,14,827086.0771851711
level_one,female,UKK,14,554868.8344473178
level_one,female,UKL,14,315264.55878186744
level_one,female,UKM,14,406034.1235231188
level_two,male,UKC,14,291597.7269841261
level_two,male,UKD,14,722324.0612277926
level_two,male,UKE,14,595213.4426556429
level_two,male,UKF,14,526962.3982920635
level_two,male,UKG,14,545438.725926714
level_two,male,UKH,14,569171.6155852722
level_two,male,UKI,14,574899.5913222372
level_two,male,UKJ,14,878867.4425449718
level_two,male,UKK,14,607811.2979913562
level_two,male,UKL,14,322324.08956443984
level_two,male,UKM,14,579310.0065520961
level_two,female,UKC,14,239603.04865391692
level_two,female,UKD,14,647853.4633678158
level_two,female,UKE,14,496146.14794057724
level_two,female,UKF,14,460506.8318182929
level_two,female,UKG,14,471926.7877382892
level_two,female,UKH,14,535359.5847379089
level_two,female,UKI,14,559692.5566529679
level_two,female,UKJ,14,764959.2506425293
level_two,female,UKK,14,538627.720325186
level_two,female,UKL,14,260294.95583655284
level_two,female,UKM,14,433877.78494803724
level_three,male,UKC,14,164726.31302651862
level_three,male,UKD,14,499430.5337646962
level_three,male,UKE,14,401301.15231061535
level_three,male,UKF,14,366296.090816451
level_three,male,UKG,14,388746.3445520651
level_three,male,UKH,14,418726.41156515444
level_three,male,UKI,14,592292.3320311656
level_three,male,UKJ,14,609669.073127834
level_three,male,UKK,14,384573.3556355017
level_three,male,UKL,14,228327.49792878385
level_three,male,UKM,14,448747.8049879806
level_three,female,UKC,14,181678.30371438197
level_three,female,UKD,14,461582.3444629775
level_three,female,UKE,14,374214.5110335323
level_three,female,UKF,14,349578.8280327255
level_three,female,UKG,14,390087.9241494942
level_three,female,UKH,14,425618.1317151652
level_three,female,UKI,14,597323.3556523687
level_three,female,UKJ,14,617763.2583932977
level_three,female,UKK,14,386132.2716470712
level_three,female,UKL,14,228364.5688889282
level_three,female,UKM,14,513304.52974969987
level_four,male,UKC,14,228995.33833445373
level_four,male,UKD,14,698040.5212376385
level_four,male,UKE,14,478189.9621158821
level_four,male,UKF,14,405391.0910254367
level_four,male,UKG,14,524339.3053416628
level_four,male,UKH,14,656770.9937968531
level_four,male,UKI,14,1563993.5072295615
level_four,male,UKJ,14,1104767.4229415308
level_four,male,UKK,14,601421.1426892937
level_four,male,UKL,14,287735.9467655389
level_four,male,UKM,14,563634.907867583
level_four,female,UKC,14,266384.0644438549
level_four,female,UKD,14,809119.9336667561
level_four,female,UKE,14,552785.9621986473
level_four,female,UKF,14,461678.8550053209
level_four,female,UKG,14,594535.7576822231
level_four,female,UKH,14,684433.2170732806
level_four,female,UKI,14,1579145.8652268418
level_four,female,UKJ,14,1264078.230246178
level_four,female,UKK,14,696864.7904115957
level_four,female,UKL,14,356271.64679759
level_four,female,UKM,14,711644.7455554492
no_qualifications,male,UKC,15,95932.38492227254
no_qualifications,male,UKD,15,275870.5223311762
no_qualifications,male,UKE,15,197830.61603561253
no_qualifications,male,UKF,15,140350.8579434485
no_qualifications,male,UKG,15,273648.7231353998
no_qualifications,male,UKH,15,186282.11449448252
no_qualifications,male,UKI,15,225836.92747594643
no_qualifications,male,UKJ,15,194329.89059496997
no_qualifications,male,UKK,15,118157.63064267953
no_qualifications,male,UKL,15,117868.1630145336
no_qualifications,male,UKM,15,212902.48093409502
no_qualifications,female,UKC,15,107724.78732993499
no_qualifications,female,UKD,15,277000.8829228135
no_qualifications,female,UKE,15,217173.88839284822
no_qualifications,female,UKF,15,148801.97399314237
no_qualifications,female,UKG,15,281649.20500921825
no_qualifications,female,UKH,15,187615.65786645297
no_qualifications,female,UKI,15,230642.6060095792
no_qualifications,female,UKJ,15,201070.05957585573
no_qualifications,female,UKK,15,113309.35558400989
no_qualifications,female,UKL,15,126377.08572363998
no_qualifications,female,UKM,15,229600.48568222355
level_one,male,UKC,15,249697.1968519075
level_one,male,UKD,15,598522.3552813674
level_one,male,UKE,15,431179.11120664055
level_one,male,UKF,15,405048.33244994393
level_one,male,UKG,15,503182.63273748796
level_one,male,UKH,15,536639.5671666104
level_one,male,UKI,15,436190.92372538574
level_one,male,UKJ,15,693516.209622949
level_one,male,UKK,15,458329.2360192538
level_one,male,UKL,15,266975.92480419716
level_one,male,UKM,15,307947.8916523934
level_one,female,UKC,15,305161.9485865199
level_one,female,UKD,15,745728.889310316
level_one,female,UKE,15,565596.634167731
level_one,female,UKF,15,503805.5222577032
level_one,female,UKG,15,588903.0553487781
level_one,female,UKH,15,661744.965179107
level_one,female,UKI,15,521811.5751640394
level_one,female,UKJ,15,829336.4729536608
level_one,female,UKK,15,554994.0545576782
level_one,female,UKL,15,315751.5219810389
level_one,female,UKM,15,405646.5341670933
level_two,male,UKC,15,293040.7005483867
level_two,male,UKD,15,723441.4084270198
level_two,male,UKE,15,595385.8149644599
level_two,male,UKF,15,526359.3445053427
level_two,male,UKG,15,545538.6583985385
level_two,male,UKH,15,569275.6020834077
level_two,male,UKI,15,574843.0412151644
level_two,male,UKJ,15,879812.7074190793
level_two,male,UKK,15,609835.4844343463
level_two,male,UKL,15,322622.5313605932
level_two,male,UKM,15,580171.6064768967
level_two,female,UKC,15,239064.19407266143
level_two,female,UKD,15,649117.2457874718
level_two,female,UKE,15,494903.45816090907
level_two,female,UKF,15,459311.387786777
level_two,female,UKG,15,471612.8278919816
level_two,female,UKH,15,536339.393623993
level_two,female,UKI,15,558807.6022746793
level_two,female,UKJ,15,764471.7901207301
level_two,female,UKK,15,540842.4362029257
level_two,female,UKL,15,259161.41879307703
level_two,female,UKM,15,433594.3447313272
level_three,male,UKC,15,164896.2232899175
level_three,male,UKD,15,498880.151176984
level_three,male,UKE,15,402556.14011772437
level_three,male,UKF,15,367296.81711260823
level_three,male,UKG,15,388205.81787678326
level_three,male,UKH,15,419000.3678784209
level_three,male,UKI,15,591511.9429294418
level_three,male,UKJ,15,607762.6135096997
level_three,male,UKK,15,385225.94049222657
level_three,male,UKL,15,229596.17657865363
level_three,male,UKM,15,448858.5379651303
level_three,female,UKC,15,181287.13278554153
level_three,female,UKD,15,461941.68464500527
level_three,female,UKE,15,374907.014590935
level_three,female,UKF,15,349968.8046322181
level_three,female,UKG,15,390411.1049746866
level_three,female,UKH,15,425563.9316062773
level_three,female,UKI,15,597358.6537299682
level_three,female,UKJ,15,617247.0728419126
level_three,female,UKK,15,384784.1503281491
level_three,female,UKL,15,227817.21745708768
level_three,female,UKM,15,513189.5732430434
level_four,male,UKC,15,229781.99343589603
level_four,male,UKD,15,698807.7111589729
level_four,male,UKE,15,479914.47284358495
level_four,male,UKF,15,403963.6324099068
level_four,male,UKG,15,521812.62361435755
level_four,male,UKH,15,655384.450476024
level_four,male,UKI,15,1560764.111491063
level_four,male,UKJ,15,1106340.3876216123
level_four,male,UKK,15,600753.8626778059
level_four,male,UKL,15,286853.4358109742
level_four,male,UKM,15,563743.9168719857
level_four,female,UKC,15,267796.8399139221
level_four,female,UKD,15,806163.2242564416
level_four,female,UKE,15,551654.5253839245
level_four,female,UKF,15,461862.2441441236
level_four,female,UKG,15,595183.04482589
level_four,female,UKH,15,684745.0375953411
level_four,female,UKI,15,1579066.006282448
level_four,female,UKJ,15,1261945.6181283812
level_four,female,UKK,15,698484.7141744256
level_four,female,UKL,15,355406.04944832105
level_four,female,UKM,15,711753.1735862981
no_qualifications,male,UKC,16,96711.9371085408
no_qualifications,male,UKD,16,275949.93219043885
no_qualifications,male,UKE,16,197915.24905491914
no_qualifications,male,UKF,16,140118.39124921768
no_qualifications,male,UKG,16,273648.8088980903
no_qualifications,male,UKH,16,186306.9982478678
no_qualifications,male,UKI,16,225580.8277819808
no_qualifications,male,UKJ,16,194584.48131126253
no_qualifications,male,UKK,16,118224.55002919059
no_qualifications,male,UKL,16,117058.31563220259
no_qualifications,male,UKM,16,213253.5253297534
no_qualifications,female,UKC,16,107302.4143310003
no_qualifications,female,UKD,16,277113.85027880763
no_qualifications,female,UKE,16,217947.74554314517
no_qualifications,female,UKF,16,148915.73754890784
no_qualifications,female,UKG,16,281274.58991671243
no_qualifications,female,UKH,16,187449.69463869985
no_qualifications,female,UKI,16,231061.80960314692
no_qualifications,female,UKJ,16,201402.63771651298
no_qualifications,female,UKK,16,113576.14404645556
no_qualifications,female,UKL,16,126415.7860632787
no_qualifications,female,UKM,16,228499.11330069977
level_one,male,UKC,16,252071.1289620295
level_one,male,UKD,16,596553.3296304208
level_one,male,UKE,16,431661.18734655686
level_one,male,UKF,16,403575.09992179903
level_one,male,UKG,16,503017.80425766547
level_one,male,UKH,16,538821.9103184654
level_one,male,UKI,16,436532.4960227338
level_one,male,UKJ,16,690809.384081101
level_one,male,UKK,16,457836.5731617064
level_one,male,UKL,16,266169.7396236514
level_one,male,UKM,16,308892.27764813555
level_one,female,UKC,16,306308.0457694524
level_one,female,UKD,16,746048.813099587
level_one,female,UKE,16,565527.8578196659
level_one,female,UKF,16,502985.9026078028
level_one,female,UKG,16,589749.2616032292
level_one,female,UKH,16,659969.110906205
level_one,female,UKI,16,521341.6367897791
level_one,female,UKJ,16,829345.5206253267
level_one,female,UKK,16,556842.9451487776
level_one,female,UKL,16,316846.0677533706
level_one,female,UKM,16,406567.0437748258
level_two,male,UKC,16,291956.4045208476
level_two,male,UKD,16,722522.9088254827
level_two,male,UKE,16,596576.0135281297
level_two,male,UKF,16,524922.8354632681
level_two,male,UKG,16,544867.0434048697
level_two,male,UKH,16,568275.8967427876
level_two,male,UKI,16,574817.053829602
level_two,male,UKJ,16,878862.9828148916
level_two,male,UKK,16,608784.6000796163
level_two,male,UKL,16,322534.79468081845
level_two,male,UKM,16,579766.8889805845
level_two,female,UKC,16,238784.66493711734
level_two,female,UKD,16,647841.484081122
level_two,female,UKE,16,495075.8827233065
level_two,female,UKF,16,459732.8267692376
level_two,female,UKG,16,472356.24655629933
level_two,female,UKH,16,535876.0749891015
level_two,female,UKI,16,560506.0151622698
level_two,female,UKJ,16,766458.1875620425
level_two,female,UKK,16,539348.3073051231
level_two,female,UKL,16,259464.67185853302
level_two,female,UKM,16,432337.4880877966
level_three,male,UKC,16,164922.80966461907
level_three,male,UKD,16,500041.7568814816
level_three,male,UKE,16,402018.0880591167
level_three,male,UKF,16,367365.02719509427
level_three,male,UKG,16,387774.06210652506
level_three,male,UKH,16,419000.6272551842
level_three,male,UKI,16,592084.1770112964
level_three,male,UKJ,16,608283.0074705958
level_three,male,UKK,16,385395.50559474103
level_three,male,UKL,16,229080.09721690638
level_three,male,UKM,16,448851.69692402956
level_three,female,UKC,16,181349.30337414134
level_three,female,UKD,16,461142.4923271413
level_three,female,UKE,16,374769.66203311033
level_three,female,UKF,16,350447.3680655739
level_three,female,UKG,16,389814.81216855155
level_three,female,UKH,16,425138.72075396846
level_three,female,UKI,16,598855.6543725125
level_three,female,UKJ,16,617773.2273105792
level_three,female,UKK,16,384685.43082769966
level_three,female,UKL,16,228880.11249942373
level_three,female,UKM,16,512424.2353885466
level_four,male,UKC,16,229154.12300769164
level_four,male,UKD,16,697076.2075039229
level_four,male,UKE,16,478067.6799773594
level_four,male,UKF,16,403633.59709728434
level_four,male,UKG,16,524204.334745076
level_four,male,UKH,16,655929.4154876102
level_four,male,UKI,16,1563437.1107171564
level_four,male,UKJ,16,1104586.8644263055
level_four,male,UKK,16,601835.2296907381
level_four,male,UKL,16,286706.35237460653
level_four,male,UKM,16,564239.1634643475
level_four,female,UKC,16,267871.99682660605
level_four,female,UKD,16,808011.4001836155
level_four,female,UKE,16,552885.3688893294
level_four,female,UKF,16,462623.37779844535
level_four,female,UKG,16,594244.8273835402
level_four,female,UKH,16,683947.5985692941
level_four,female,UKI,16,1579361.5896188924
level_four,female,UKJ,16,1262945.201071665
level_four,female,UKK,16,697310.7734676257
level_four,female,UKL,16,356587.7478618691
level_four,female,UKM,16,709475.2157402092
no_qualifications,male,UKC,17,96099.51444811025
no_qualifications,male,UKD,17,275916.1528817325
no_qualifications,male,UKE,17,197967.30222273985
no_qualifications,male,UKF,17,139412.21067199865
no_qualifications,male,UKG,17,274079.08990793856
no_qualifications,male,UKH,17,186357.25484921466
no_qualifications,male,UKI,17,225032.130541435
no_qualifications,male,UKJ,17,195266.21969329583
no_qualifications,male,UKK,17,118033.57502881454
no_qualifications,male,UKL,17,117613.5180800717
no_qualifications,male,UKM,17,212636.3054937812
no_qualifications,female,UKC,17,107429.55928755189
no_qualifications,female,UKD,17,277712.0250356313
no_qualifications,female,UKE,17,217656.06473892677
no_qualifications,female,UKF,17,149464.44795539312
no_qualifications,female,UKG,17,281833.71379468316
no_qualifications,female,UKH,17,187155.3563564553
no_qualifications,female,UKI,17,230574.53510318257
no_qualifications,female,UKJ,17,200903.09188581302
no_qualifications,female,UKK,17,113338.55606421144
no_qualifications,female,UKL,17,126078.67273844934
no_qualifications,female,UKM,17,228764.68942141795
level_one,male,UKC,17,250755.09690304732
level_one,male,UKD,17,596897.9668201782
level_one,male,UKE,17,432753.6541692167
level_one,male,UKF,17,404519.277081185
level_one,male,UKG,17,500626.6542268004
level_one,male,UKH,17,537418.7772580973
level_one,male,UKI,17,435723.5702292697
level_one,male,UKJ,17,692382.8101771229
level_one,male,UKK,17,457500.6670801805
level_one,male,UKL,17,266243.1753524182
level_one,male,UKM,17,308856.53114307596
level_one,female,UKC,17,306248.3696522487
level_one,female,UKD,17,743167.9693042765
level_one,female,UKE,17,565318.4138666728
level_one,female,UKF,17,504137.2066185819
level_one,female,UKG,17,588855.2255005494
level_one,female,UKH,17,660523.3533579243
level_one,female,UKI,17,522893.115938055
level_one,female,UKJ,17,829229.641758538
level_one,female,UKK,17,555316.8685231267
level_one,female,UKL,17,315138.39644351526
level_one,female,UKM,17,405640.8108742998
level_two,male,UKC,17,292372.17200822535
level_two,male,UKD,17,722505.0847922122
level_two,male,UKE,17,595496.4934656358
level_two,male,UKF,17,525251.3959052154
level_two,male,UKG,17,544698.2456046203
level_two,male,UKH,17,569585.851169353
level_two,male,UKI,17,575429.6705313423
level_two,male,UKJ,17,879329.1277207246
level_two,male,UKK,17,609307.8226213914
level_two,male,UKL,17,323116.67091691704
level_two,male,UKM,17,579803.0692743245
level_two,female,UKC,17,239322.74267277424
level_two,female,UKD,17,647649.3394152523
level_two,female,UKE,17,495712.0991176004
level_two,female,UKF,17,458837.9636705757
level_two,female,UKG,17,473595.9365135809
level_two,female,UKH,17,536155.963138262
level_two,female,UKI,17,560630.8035448095
level_two,female,UKJ,17,764383.0963682915
level_two,female,UKK,17,539345.8817143586
level_two,female,UKL,17,260144.86960387733
level_two,female,UKM,17,432450.6308260879
level_three,male,UKC,17,165565.5043863996
level_three,male,UKD,17,499396.15598875337
level_three,male,UKE,17,402645.36797714594
level_three,male,UKF,17,366518.6988670917
level_three,male,UKG,17,386951.2554485045
level_three,male,UKH,17,420276.66493666806
level_three,male,UKI,17,593413.9592922158
level_three,male,UKJ,17,607069.9015003558
level_three,male,UKK,17,385686.01732728304
level_three,male,UKL,17,227805.94893812513
level_three,male,UKM,17,449002.984014284
level_three,female,UKC,17,180863.21847129022
level_three,female,UKD,17,462160.8259285981
level_three,female,UKE,17,375531.0454145911
level_three,female,UKF,17,349664.90742244653
level_three,female,UKG,17,388978.37795572693
level_three,female,UKH,17,425803.1261543447
level_three,female,UKI,17,599123.3709143925
level_three,female,UKJ,17,617195.2841307328
level_three,female,UKK,17,385876.379665569
level_three,female,UKL,17,228022.57028980405
level_three,female,UKM,17,513585.9598155491
level_four,male,UKC,17,228706.35385024385
level_four,male,UKD,17,698807.1158672394
level_four,male,UKE,17,479167.36818831525
level_four,male,UKF,17,403756.99628595164
level_four,male,UKG,17,522607.9171513136
level_four,male,UKH,17,655760.2157775188
level_four,male,UKI,17,1563358.4582849306
level_four,male,UKJ,17,1105206.3231373357
level_four,male,UKK,17,602130.7310494983
level_four,male,UKL,17,286445.38388000004
level_four,male,UKM,17,563346.6378143473
level_four,female,UKC,17,266302.36949575145
level_four,female,UKD,17,808126.6688283429
level_four,female,UKE,17,552354.5468088521
level_four,female,UKF,17,462421.17133924336
level_four,female,UKG,17,595058.6166018982
level_four,female,UKH,17,685244.1881801288
level_four,female,UKI,17,1581000.5688564766
level_four,female,UKJ,17,1263183.8362089442
level_four,female,UKK,17,697437.392557301
level_four,female,UKL,17,356918.20137848303
level_four,female,UKM,17,710612.9445433392
no_qualifications,male,UKC,18,96540.95509191434
no_qualifications,male,UKD,18,276591.94605119067
no_qualifications,male,UKE,18,198460.42255162675
no_qualifications,male,UKF,18,140282.8224449431
no_qualifications,male,UKG,18,272814.71021843486
no_qualifications,male,UKH,18,186293.98000231746
no_qualifications,male,UKI,18,225498.79961686803
no_qualifications,male,UKJ,18,195472.42510074234
no_qualifications,male,UKK,18,117641.97531318247
no_qualifications,male,UKL,18,117646.51119517884
no_qualifications,male,UKM,18,212760.62395454306
no_qualifications,female,UKC,18,107798.6479604454
no_qualifications,female,UKD,18,278139.38289338746
no_qualifications,female,UKE,18,218052.90703687118
no_qualifications,female,UKF,18,149002.54225536453
no_qualifications,female,UKG,18,281211.57874614105
no_qualifications,female,UKH,18,187186.21172665365
no_qualifications,female,UKI,18,230123.14882983398
no_qualifications,female,UKJ,18,200453.90933915623
no_qualifications,female,UKK,18,113326.73228768691
no_qualifications,female,UKL,18,126447.36972845142
no_qualifications,female,UKM,18,229844.07540964748
level_one,male,UKC,18,250693.92491290063
level_one,male,UKD,18,597808.9269675654
level_one,male,UKE,18,431543.3811396699
level_one,male,UKF,18,404301.1575779405
level_one,male,UKG,18,502273.963759747
level_one,male,UKH,18,538228.3821250767
level_one,male,UKI,18,437301.58272737364
level_one,male,UKJ,18,691554.1720612594
level_one,male,UKK,18,458006.0319042777
level_one,male,UKL,18,266101.2928805807
level_one,male,UKM,18,307677.0865612511
level_one,female,UKC,18,305784.46610193135
level_one,female,UKD,18,743512.905375623
level_one,female,UKE,18,564342.7968529281
level_one,female,UKF,18,503910.1233693876
level_one,female,UKG,18,589934.7093535237
level_one,female,UKH,18,659658.6097559538
level_one,female,UKI,18,521734.8413142963
level_one,female,UKJ,18,829117.1750326611
level_one,female,UKK,18,555510.9163968872
level_one,female,UKL,18,316340.3939212162
level_one,female,UKM,18,404927.69809441204
level_two,male,UKC,18,293201.72404015536
level_two,male,UKD,18,723929.0727368299
level_two,male,UKE,18,594590.8619603532
level_two,male,UKF,18,526117.5625575389
level_two,male,UKG,18,545723.7972756263
level_two,male,UKH,18,570200.2379971558
level_two,male,UKI,18,574662.7990730781
level_two,male,UKJ,18,878434.1439474982
level_two,male,UKK,18,609713.3627539196
level_two,male,UKL,18,321857.8320922076
level_two,male,UKM,18,578909.2855306091
level_two,female,UKC,18,239262.7654550676
level_two,female,UKD,18,649412.5956800005
level_two,female,UKE,18,496818.1231997866
level_two,female,UKF,18,459410.0013957594
level_two,female,UKG,18,472619.78999019595
level_two,female,UKH,18,536973.6916232
level_two,female,UKI,18,559977.2441921746
level_two,female,UKJ,18,766948.0581258965
level_two,female,UKK,18,538941.2193089275
level_two,female,UKL,18,259584.74708221812
level_two,female,UKM,18,433187.7172162882
level_three,male,UKC,18,166172.43373359306
level_three,male,UKD,18,500210.03008767904
level_three,male,UKE,18,402218.4914056615
level_three,male,UKF,18,366699.03657474974
level_three,male,UKG,18,387804.12534501264
level_three,male,UKH,18,419916.92766354326
level_three,male,UKI,18,593225.2344538391
level_three,male,UKJ,18,609119.8918250151
level_three,male,UKK,18,384970.0903623676
level_three,male,UKL,18,229459.5283414961
level_three,male,UKM,18,447585.87521979236
level_three,female,UKC,18,181132.69879984792
level_three,female,UKD,18,460054.705278148
level_three,female,UKE,18,374721.4607474629
level_three,female,UKF,18,349510.0110384204
level_three,female,UKG,18,389615.78086421936
level_three,female,UKH,18,426249.5808617455
level_three,female,UKI,18,596674.159049458
level_three,female,UKJ,18,615368.8213856694
level_three,female,UKK,18,386230.9357743283
level_three,female,UKL,18,228498.2791479778
level_three,female,UKM,18,513466.8656238577
level_four,male,UKC,18,228955.00022052883
level_four,male,UKD,18,699113.4380874396
level_four,male,UKE,18,478983.3007196923
level_four,male,UKF,18,404253.5239666369
level_four,male,UKG,18,523067.53410046024
level_four,male,UKH,18,656507.6540855851
level_four,male,UKI,18,1564800.9166341093
level_four,male,UKJ,18,1103239.249822636
level_four,male,UKK,18,601754.8338639863
level_four,male,UKL,18,286484.3655285483
level_four,male,UKM,18,562349.5321645953
level_four,female,UKC,18,266259.1749818767
level_four,female,UKD,18,808618.833643058
level_four,female,UKE,18,551634.7706679254
level_four,female,UKF,18,462338.2159075919
level_four,female,UKG,18,594589.9064613205
level_four,female,UKH,18,684412.853926016
level_four,female,UKI,18,1576473.9830532675
level_four,female,UKJ,18,1260993.2624657662
level_four,female,UKK,18,698873.8535588708
level_four,female,UKL,18,356852.15498590143
level_four,female,UKM,18,711893.8283947564
no_qualifications,male,UKC,19,96932.5446620073
no_qualifications,male,UKD,19,275432.3873390212
no_qualifications,male,UKE,19,198909.91369648796
no_qualifications,male,UKF,19,141232.6412474564
no_qualifications,male,UKG,19,272658.90941798035
no_qualifications,male,UKH,19,186057.37903281665
no_qualifications,male,UKI,19,225112.78277007875
no_qualifications,male,UKJ,19,194394.8852316293
no_qualifications,male,UKK,19,117207.14575196552
no_qualifications,male,UKL,19,117177.79692865952
no_qualifications,male,UKM,19,212455.04827953482
no_qualifications,female,UKC,19,107184.70297868572
no_qualifications,female,UKD,19,276173.7573519362
no_qualifications,female,UKE,19,217043.65862626594
no_qualifications,female,UKF,19,148710.10695758968
no_qualifications,female,UKG,19,281833.3704231104
no_qualifications,female,UKH,19,187563.79582768888
no_qualifications,female,UKI,19,230969.64897382175
no_qualifications,female,UKJ,19,200725.4919290662
no_qualifications,female,UKK,19,113383.31150396014
no_qualifications,female,UKL,19,125929.36596913188
no_qualifications,female,UKM,19,229420.75493332584
level_one,male,UKC,19,251205.50223556242
level_one,male,UKD,19,596984.8302951405
level_one,male,UKE,19,431857.8361753628
level_one,male,UKF,19,404576.1427487603
level_one,male,UKG,19,503252.2002724759
level_one,male,UKH,19,536262.7236009904
level_one,male,UKI,19,437408.3539039066
level_one,male,UKJ,19,693442.4075706127
level_one,male,UKK,19,457822.89144261536
level_one,male,UKL,19,266634.3902477888
level_one,male,UKM,19,308203.1974074469
level_one,female,UKC,19,305203.1064394318
level_one,female,UKD,19,744413.2731185086
level_one,female,UKE,19,565957.1488385242
level_one,female,UKF,19,503278.3059937905
level_one,female,UKG,19,588239.7390599853
level_one,female,UKH,19,660405.4762093361
level_one,female,UKI,19,521969.4981328477
level_one,female,UKJ,19,828789.4893173819
level_one,female,UKK,19,555245.2714624902
level_one,female,UKL,19,317024.74816047074
