education,gender,nuts1,parameter_set,population
no_qualifications,female,UKC,7,107325.49521324268
no_qualifications,female,UKD,7,276714.65630030236
no_qualifications,female,UKE,7,217824.97552003217
no_qualifications,female,UKF,7,148840.5578956824
no_qualifications,female,UKG,7,280864.9366254717
no_qualifications,female,UKH,7,187773.201325622
no_qualifications,female,UKI,7,230325.25433607263
no_qualifications,female,UKJ,7,200681.7358879518
no_qualifications,female,UKK,7,113349.10625770694
no_qualifications,female,UKL,7,126501.3875979464
no_qualifications,female,UKM,7,230218.46716248538
level_one,male,UKC,7,251144.90617724386
level_one,male,UKD,7,597309.4072242654
level_one,male,UKE,7,432190.96502302
level_one,male,UKF,7,405510.6873633422
level_one,male,UKG,7,502870.62762612675
level_one,male,UKH,7,537256.7373421905
level_one,male,UKI,7,437418.6521928172
level_one,male,UKJ,7,694603.999980976
level_one,male,UKK,7,458286.99563378654
level_one,male,UKL,7,266105.32207834744
level_one,male,UKM,7,308024.311742411
level_one,female,UKC,7,306119.94967229513
level_one,female,UKD,7,745616.3371828148
level_one,female,UKE,7,565109.4557325611
level_one,female,UKF,7,503946.1165530415
level_one,female,UKG,7,587971.9470373434
level_one,female,UKH,7,661311.0108086357
level_one,female,UKI,7,523641.8532774174
level_one,female,UKJ,7,830314.5928401644
level_one,female,UKK,7,555728.2487093626
level_one,female,UKL,7,316647.52191226464
level_one,female,UKM,7,405088.49174504686
level_two,male,UKC,7,293496.37776407116
level_two,male,UKD,7,722638.6590057914
level_two,male,UKE,7,594251.4711424594
level_two,male,UKF,7,526116.2177831864
level_two,male,UKG,7,545349.9883095385
level_two,male,UKH,7,568855.9880968292
level_two,male,UKI,7,574198.1103576533
level_two,male,UKJ,7,879157.4322218479
level_two,male,UKK,7,609570.9355032073
level_two,male,UKL,7,322702.44943479553
level_two,male,UKM,7,580084.239780583
level_two,female,UKC,7,239832.78664414922
level_two,female,UKD,7,648462.3954602621
level_two,female,UKE,7,495438.07857656287
level_two,female,UKF,7,459451.90187275014
level_two,female,UKG,7,473107.94522223534
level_two,female,UKH,7,535212.5902080373
level_two,female,UKI,7,560898.1669231064
level_two,female,UKJ,7,765660.1418678403
level_two,female,UKK,7,539945.7192235071
level_two,female,UKL,7,259866.2115096386
level_two,female,UKM,7,431591.59790619626
level_three,male,UKC,7,164581.18216976622
level_three,male,UKD,7,498161.9250223954
level_three,male,UKE,7,402522.6335689025
level_three,male,UKF,7,367185.67306571454
level_three,male,UKG,7,387997.23304751934
level_three,male,UKH,7,420359.59671688033
level_three,male,UKI,7,592077.0809260079
level_three,male,UKJ,7,607471.1218018582
level_three,male,UKK,7,386927.74577231886
level_three,male,UKL,7,229199.00183953543
level_three,male,UKM,7,449873.4567661514
level_three,female,UKC,7,180514.16102990575
level_three,female,UKD,7,460925.57773240545
level_three,female,UKE,7,373383.79284620355
level_three,female,UKF,7,350457.01722308126
level_three,female,UKG,7,389971.4457007542
level_three,female,UKH,7,426707.39570637845
level_three,female,UKI,7,597069.5969252409
level_three,female,UKJ,7,617294.2861450266
level_three,female,UKK,7,385110.9437204175
level_three,female,UKL,7,227760.25710290176
level_three,female,UKM,7,513647.3623099177
level_four,male,UKC,7,227935.59856851844
level_four,male,UKD,7,698543.4556001145
level_four,male,UKE,7,478865.52150574996
level_four,male,UKF,7,403314.14768114133
level_four,male,UKG,7,522263.5001341348
level_four,male,UKH,7,657013.9017301995
level_four,male,UKI,7,1562641.7304655563
level_four,male,UKJ,7,1103943.7730053284
level_four,male,UKK,7,601400.7668001951
level_four,male,UKL,7,285932.54404317995
level_four,male,UKM,7,564485.5415019216
level_four,female,UKC,7,266083.5787938129
level_four,female,UKD,7,809360.8327965082
level_four,female,UKE,7,552991.9347525685
level_four,female,UKF,7,460952.65827315266
level_four,female,UKG,7,594576.4337040273
level_four,female,UKH,7,683725.0406064088
level_four,female,UKI,7,1579261.9753805136
level_four,female,UKJ,7,1261123.2889749533
level_four,female,UKK,7,697749.3119690003
level_four,female,UKL,7,357004.3081009738
level_four,female,UKM,7,709887.1956297752
no_qualifications,male,UKC,8,96513.62889841343
no_qualifications,male,UKD,8,276678.31935124786
no_qualifications,male,UKE,8,197285.28704991803
no_qualifications,male,UKF,8,140032.15728976065
no_qualifications,male,UKG,8,273563.41253089183
no_qualifications,male,UKH,8,185814.50054475846
no_qualifications,male,UKI,8,225563.2183846864
no_qualifications,male,UKJ,8,195095.3917441157
no_qualifications,male,UKK,8,118108.87099063137
no_qualifications,male,UKL,8,117868.55267758347
no_qualifications,male,UKM,8,212698.094456573
no_qualifications,female,UKC,8,107926.91654712355
no_qualifications,female,UKD,8,277694.23300615593
no_qualifications,female,UKE,8,217472.72373761158
no_qualifications,female,UKF,8,148538.70918851695
no_qualifications,female,UKG,8,281673.75148472196
no_qualifications,female,UKH,8,187955.1177292987
no_qualifications,female,UKI,8,231468.64660696604
no_qualifications,female,UKJ,8,201109.8324022093
no_qualifications,female,UKK,8,113247.42873928562
no_qualifications,female,UKL,8,125703.86260442637
no_qualifications,female,UKM,8,230689.22103489752
level_one,male,UKC,8,251705.95515017316
level_one,male,UKD,8,597020.9153584286
level_one,male,UKE,8,431343.9958768408
level_one,male,UKF,8,404959.02094864234
level_one,male,UKG,8,504180.0849953774
level_one,male,UKH,8,538554.7649224307
level_one,male,UKI,8,435141.13236280216
level_one,male,UKJ,8,691620.1996592965
level_one,male,UKK,8,458398.8211216205
level_one,male,UKL,8,266331.40199362015
level_one,male,UKM,8,308947.396337328
level_one,female,UKC,8,305619.3472142448
level_one,female,UKD,8,745313.9799141083
level_one,female,UKE,8,564655.1424147944
level_one,female,UKF,8,503964.7783995355
level_one,female,UKG,8,588016.47539336
level_one,female,UKH,8,660596.4208778468
level_one,female,UKI,8,521668.3746889347
level_one,female,UKJ,8,830349.2021341706
level_one,female,UKK,8,554953.9771057558
level_one,female,UKL,8,315763.8964101819
level_one,female,UKM,8,405666.8554470332
level_two,male,UKC,8,292601.9025295825
level_two,male,UKD,8,723552.2276547033
level_two,male,UKE,8,594840.8499410455
level_two,male,UKF,8,524927.7664549203
level_two,male,UKG,8,545817.1387302096
level_two,male,UKH,8,570170.6445786523
level_two,male,UKI,8,573532.527832023
level_two,male,UKJ,8,878623.980096637
level_two,male,UKK,8,607913.4378700191
level_two,male,UKL,8,323325.2606975599
level_two,male,UKM,8,579692.2214179417
level_two,female,UKC,8,239242.10032914134
level_two,female,UKD,8,648156.5085186888
level_two,female,UKE,8,495563.31135685544
level_two,female,UKF,8,458239.5553145161
level_two,female,UKG,8,472641.0470198735
level_two,female,UKH,8,537388.8584269383
level_two,female,UKI,8,560356.8014313048
level_two,female,UKJ,8,764044.8814616096
level_two,female,UKK,8,539951.9529072841
level_two,female,UKL,8,260389.30591097902
level_two,female,UKM,8,431837.3149522129
level_three,male,UKC,8,164545.68983952544
level_three,male,UKD,8,499745.9751679331
level_three,male,UKE,8,402006.2307592411
level_three,male,UKF,8,368309.23589994386
level_three,male,UKG,8,387411.9252116635
level_three,male,UKH,8,419379.6831123822
level_three,male,UKI,8,592840.9231595539
level_three,male,UKJ,8,605797.044942176
level_three,male,UKK,8,383918.59296241315
level_three,male,UKL,8,228728.45846332723
level_three,male,UKM,8,448778.412223659
level_three,female,UKC,8,180863.24249983823
level_three,female,UKD,8,462127.6227999248
level_three,female,UKE,8,374485.0589070573
level_three,female,UKF,8,349657.1763251522
level_three,female,UKG,8,390066.29270099604
level_three,female,UKH,8,425184.19599530316
level_three,female,UKI,8,598743.4166283525
level_three,female,UKJ,8,618159.1875824954
level_three,female,UKK,8,385111.5955300547
level_three,female,UKL,8,228463.9194549301
level_three,female,UKM,8,513229.62163619953
level_four,male,UKC,8,228343.3138961526
level_four,male,UKD,8,699151.9250562597
level_four,male,UKE,8,478640.95877518976
level_four,male,UKF,8,404307.0086143487
level_four,male,UKG,8,523034.3664073589
level_four,male,UKH,8,656283.5332608373
level_four,male,UKI,8,1562521.193005303
level_four,male,UKJ,8,1103576.4111983094
level_four,male,UKK,8,602335.9734472033
level_four,male,UKL,8,287613.4271018951
level_four,male,UKM,8,563336.0598028859
level_four,female,UKC,8,267112.4658168258
level_four,female,UKD,8,807674.3775675822
level_four,female,UKE,8,550471.3290325406
level_four,female,UKF,8,461263.9720228985
level_four,female,UKG,8,595786.6013505677
level_four,female,UKH,8,684539.2481396437
level_four,female,UKI,8,1580381.308493271
level_four,female,UKJ,8,1263524.444487731
level_four,female,UKK,8,698371.1507332872
level_four,female,UKL,8,357608.7020030097
level_four,female,UKM,8,709973.1168257513
no_qualifications,male,UKC,9,96173.61641712209
no_qualifications,male,UKD,9,275819.26970540785
no_qualifications,male,UKE,9,198326.4588975391
no_qualifications,male,UKF,9,140430.35932108056
no_qualifications,male,UKG,9,273711.46348540834
no_qualifications,male,UKH,9,185785.5715578185
no_qualifications,male,UKI,9,225900.77987074136
no_qualifications,male,UKJ,9,194273.8211623841
no_qualifications,male,UKK,9,117891.44799545349
no_qualifications,male,UKL,9,116966.73727996662
no_qualifications,male,UKM,9,213082.11452241972
no_qualifications,female,UKC,9,107334.24425291708
no_qualifications,female,UKD,9,277498.18217113626
no_qualifications,female,UKE,9,218094.85320125514
no_qualifications,female,UKF,9,148843.13590255476
no_qualifications,female,UKG,9,281161.877219667
no_qualifications,female,UKH,9,186929.00138215857
no_qualifications,female,UKI,9,230209.2585495065
no_qualifications,female,UKJ,9,200015.47575211263
no_qualifications,female,UKK,9,113916.51441974506
no_qualifications,female,UKL,9,126241.2408362196
no_qualifications,female,UKM,9,230495.93757642226
level_one,male,UKC,9,251179.98699393406
level_one,male,UKD,9,597888.6659757176
level_one,male,UKE,9,432286.3344521926
level_one,male,UKF,9,405127.0836290438
level_one,male,UKG,9,502749.40395968466
level_one,male,UKH,9,536664.4349676826
level_one,male,UKI,9,435277.72362888325
level_one,male,UKJ,9,692153.4385236047
level_one,male,UKK,9,458102.52936142666
level_one,male,UKL,9,266246.2233923578
level_one,male,UKM,9,309535.35820032674
level_one,female,UKC,9,305626.3563350596
level_one,female,UKD,9,745278.6392150348
level_one,female,UKE,9,566428.1817358502
level_one,female,UKF,9,502678.1878218388
level_one,female,UKG,9,589610.7272246194
level_one,female,UKH,9,660295.8800752248
level_one,female,UKI,9,523111.827197552
level_one,female,UKJ,9,828684.1210120498
level_one,female,UKK,9,556437.2486710037
level_one,female,UKL,9,315898.6536720566
level_one,female,UKM,9,404908.1513567145
level_two,male,UKC,9,292218.1314883745
level_two,male,UKD,9,724428.2202528375
level_two,male,UKE,9,596092.9385863469
level_two,male,UKF,9,526803.6761252456
level_two,male,UKG,9,545745.3992154418
level_two,male,UKH,9,568615.2504521938
level_two,male,UKI,9,574168.8564073443
level_two,male,UKJ,9,879704.2657205568
level_two,male,UKK,9,608966.3978079644
level_two,male,UKL,9,322225.8493014448
level_two,male,UKM,9,580117.9928015108
level_two,female,UKC,9,239055.07766472094
level_two,female,UKD,9,648563.9698997954
level_two,female,UKE,9,494869.3440651393
level_two,female,UKF,9,458847.22098555276
level_two,female,UKG,9,473382.00924756314
level_two,female,UKH,9,535201.3381418379
level_two,female,UKI,9,560976.0188597342
level_two,female,UKJ,9,766188.8609569524
level_two,female,UKK,9,538626.1609023279
level_two,female,UKL,9,259957.10801714988
level_two,female,UKM,9,431836.0881450646
level_three,male,UKC,9,164928.47241577398
level_three,male,UKD,9,498207.4377698682
level_three,male,UKE,9,402219.92899012024
level_three,male,UKF,9,366299.96568852087
level_three,male,UKG,9,388330.3684514413
level_three,male,UKH,9,419749.77874333557
level_three,male,UKI,9,593321.8398132126
level_three,male,UKJ,9,608569.9149662985
level_three,male,UKK,9,384988.2210694069
level_three,male,UKL,9,229619.23707647633
level_three,male,UKM,9,448909.63783137675
level_three,female,UKC,9,181545.31384155565
level_three,female,UKD,9,461061.59008024243
level_three,female,UKE,9,374070.60115219903
level_three,female,UKF,9,349573.1436389995
level_three,female,UKG,9,390247.97546070965
level_three,female,UKH,9,424958.3936784949
level_three,female,UKI,9,598175.8378080176
level_three,female,UKJ,9,617191.9759285646
level_three,female,UKK,9,385238.8619898345
level_three,female,UKL,9,228334.6547333887
level_three,female,UKM,9,513349.01223486237
level_four,male,UKC,9,228474.15258663788
level_four,male,UKD,9,698091.6545901303
level_four,male,UKE,9,479883.7281535633
level_four,male,UKF,9,404202.4658401921
level_four,male,UKG,9,524448.9244591143
level_four,male,UKH,9,655297.7505522138
level_four,male,UKI,9,1564560.857311202
level_four,male,UKJ,9,1103509.084370598
level_four,male,UKK,9,601120.3576842962
level_four,male,UKL,9,286053.6146432779
level_four,male,UKM,9,563200.8741233872
level_four,female,UKC,9,266613.61969037127
level_four,female,UKD,9,809156.7806347003
level_four,female,UKE,9,552714.9287919749
level_four,female,UKF,9,462114.71728129
level_four,female,UKG,9,594386.0365506284
level_four,female,UKH,9,683759.3759734817
level_four,female,UKI,9,1579666.3010602486
level_four,female,UKJ,9,1261558.695744958
level_four,female,UKK,9,696878.8522784226
level_four,female,UKL,9,356397.12600521574
level_four,female,UKM,9,710845.2443854153
no_qualifications,male,UKC,10,96302.62377266996
no_qualifications,male,UKD,10,275414.08403521765
no_qualifications,male,UKE,10,197484.41231497424
no_qualifications,male,UKF,10,140529.7711521514
no_qualifications,male,UKG,10,273123.25969208137
no_qualifications,male,UKH,10,186789.77464704684
no_qualifications,male,UKI,10,224758.6081378431
no_qualifications,male,UKJ,10,195002.2932881576
no_qualifications,male,UKK,10,117944.11252100513
no_qualifications,male,UKL,10,117736.72755113295
no_qualifications,male,UKM,10,213472.79617684806
no_qualifications,female,UKC,10,107430.72016313585
no_qualifications,female,UKD,10,277835.463845697
no_qualifications,female,UKE,10,217800.28542227542
no_qualifications,female,UKF,10,148215.89556169516
no_qualifications,female,UKG,10,280717.177709996
no_qualifications,female,UKH,10,187955.0617404847
no_qualifications,female,UKI,10,230890.49580965302
no_qualifications,female,UKJ,10,201095.08249324892
no_qualifications,female,UKK,10,114143.35278164633
no_qualifications,female,UKL,10,126329.43190906807
no_qualifications,female,UKM,10,229544.23897689694
level_one,male,UKC,10,251392.1554127189
level_one,male,UKD,10,598431.4575324693
level_one,male,UKE,10,432380.7238614499
level_one,male,UKF,10,404545.88541306515
level_one,male,UKG,10,503046.63758257235
level_one,male,UKH,10,537040.8627203434
level_one,male,UKI,10,437748.7931234784
level_one,male,UKJ,10,693516.4543535773
level_one,male,UKK,10,459204.07472526055
level_one,male,UKL,10,265681.97495544894
level_one,male,UKM,10,309307.3698054702
level_one,female,UKC,10,304422.17727090773
level_one,female,UKD,10,745014.574132908
level_one,female,UKE,10,565136.0176913489
level_one,female,UKF,10,503499.22593714047
level_one,female,UKG,10,589389.5682678438
level_one,female,UKH,10,660453.9899620913
level_one,female,UKI,10,522703.32080311986
level_one,female,UKJ,10,827663.2904060426
level_one,female,UKK,10,555171.2736990608
level_one,female,UKL,10,315395.6075237658
level_one,female,UKM,10,405462.8990177204
level_two,male,UKC,10,292409.2968394101
level_two,male,UKD,10,721907.6104604136
level_two,male,UKE,10,596248.6449809829
level_two,male,UKF,10,524766.4898045538
level_two,male,UKG,10,546261.4321374644
level_two,male,UKH,10,569506.5923087229
level_two,male,UKI,10,573559.394591453
level_two,male,UKJ,10,878710.7380570591
level_two,male,UKK,10,608827.3824664521
level_two,male,UKL,10,323670.8054122514
level_two,male,UKM,10,580935.5733155642
level_two,female,UKC,10,238407.69277465946
level_two,female,UKD,10,647533.6923270058
level_two,female,UKE,10,495153.55016679235
level_two,female,UKF,10,459893.3223226455
level_two,female,UKG,10,473357.3836920416
level_two,female,UKH,10,534056.3441250331
level_two,female,UKI,10,561287.7340672956
level_two,female,UKJ,10,765842.0595506505
level_two,female,UKK,10,539297.255110431
level_two,female,UKL,10,259343.25423698308
level_two,female,UKM,10,433030.6444586946
level_three,male,UKC,10,165712.15247519602
level_three,male,UKD,10,499554.14734536025
level_three,male,UKE,10,402163.8441462516
level_three,male,UKF,10,366949.11306836765
level_three,male,UKG,10,387250.8222612836
level_three,male,UKH,10,419103.0307388106
level_three,male,UKI,10,594073.2226660984
level_three,male,UKJ,10,606665.1279819062
level_three,male,UKK,10,385071.60879329866
level_three,male,UKL,10,229127.5407555898
level_three,male,UKM,10,448700.28953574173
level_three,female,UKC,10,180534.51461020854
level_three,female,UKD,10,461773.5490945427
level_three,female,UKE,10,373598.65668166033
level_three,female,UKF,10,350819.6161682224
level_three,female,UKG,10,390277.1355959328
level_three,female,UKH,10,426452.4213379755
level_three,female,UKI,10,598939.9296020336
level_three,female,UKJ,10,617500.2901111561
level_three,female,UKK,10,384245.92049994774
level_three,female,UKL,10,228648.67098883793
level_three,female,UKM,10,513488.9351000222
level_four,male,UKC,10,229522.60126236908
level_four,male,UKD,10,698081.3882506095
level_four,male,UKE,10,479460.74657048046
level_four,male,UKF,10,403880.1561048329
level_four,male,UKG,10,523250.6576518417
level_four,male,UKH,10,655666.9810470528
level_four,male,UKI,10,1561956.4260449677
level_four,male,UKJ,10,1104316.0667814168
level_four,male,UKK,10,602241.118367473
level_four,male,UKL,10,285802.0447604501
level_four,male,UKM,10,564953.0625465765
level_four,female,UKC,10,265504.8266082834
level_four,female,UKD,10,808927.603516622
level_four,female,UKE,10,551400.7404030651
level_four,female,UKF,10,462706.80970543635
level_four,female,UKG,10,595716.8416178313
level_four,female,UKH,10,685035.6816812905
level_four,female,UKI,10,1578066.0510150567
level_four,female,UKJ,10,1261038.4370641378
level_four,female,UKK,10,697172.419638722
level_four,female,UKL,10,356072.6841191508
level_four,female,UKM,10,711133.2185766211
no_qualifications,male,UKC,11,96841.83927615055
no_qualifications,male,UKD,11,276052.43585123104
no_qualifications,male,UKE,11,197981.60214070376
no_qualifications,male,UKF,11,140246.53654011153
no_qualifications,male,UKG,11,274340.1484664749
no_qualifications,male,UKH,11,186882.97562650032
no_qualifications,male,UKI,11,226200.01053048784
no_qualifications,male,UKJ,11,194276.41098714917
no_qualifications,male,UKK,11,117838.82287858821
no_qualifications,male,UKL,11,117025.35701558217
no_qualifications,male,UKM,11,213193.29291839356
no_qualifications,female,UKC,11,107731.8576736918
no_qualifications,female,UKD,11,277475.6927924673
no_qualifications,female,UKE,11,217860.5630979102
no_qualifications,female,UKF,11,148879.60723413003
no_qualifications,female,UKG,11,281954.8299218372
no_qualifications,female,UKH,11,187648.17599531516
no_qualifications,female,UKI,11,230830.17805946234
no_qualifications,female,UKJ,11,201017.56698302174
no_qualifications,female,UKK,11,114162.35079127822
no_qualifications,female,UKL,11,126590.01679925193
no_qualifications,female,UKM,11,230081.22946012966
level_one,male,UKC,11,251271.89205023594
level_one,male,UKD,11,597168.6490602976
level_one,male,UKE,11,431867.1366569975
level_one,male,UKF,11,405564.14545924217
level_one,male,UKG,11,502770.83675006573
level_one,male,UKH,11,537463.1102379732
level_one,male,UKI,11,436192.2216818449
level_one,male,UKJ,11,694353.0810214902
level_one,male,UKK,11,458735.35667163006
level_one,male,UKL,11,266976.0562135534
level_one,male,UKM,11,308033.8474851129
level_one,female,UKC,11,304681.03563658724
level_one,female,UKD,11,744567.9328956287
level_one,female,UKE,11,564748.0868678353
level_one,female,UKF,11,503871.8876553253
level_one,female,UKG,11,590725.6670284689
level_one,female,UKH,11,659052.287020915
level_one,female,UKI,11,520512.29907045636
level_one,female,UKJ,11,828306.9341209035
level_one,female,UKK,11,556821.9499114489
level_one,female,UKL,11,315952.5623621779
level_one,female,UKM,11,405096.2769260469
level_two,male,UKC,11,292533.545343742
level_two,male,UKD,11,721652.020493953
level_two,male,UKE,11,595436.64360615
level_two,male,UKF,11,526856.2923452375
level_two,male,UKG,11,543854.9986440572
level_two,male,UKH,11,568613.6729110068
level_two,male,UKI,11,572923.9051128582
level_two,male,UKJ,11,879067.8360928235
level_two,male,UKK,11,609872.1040545772
level_two,male,UKL,11,322472.91318390047
level_two,male,UKM,11,579873.6328261215
level_two,female,UKC,11,238867.0815548054
level_two,female,UKD,11,646887.1370561216
level_two,female,UKE,11,494881.77165832394
level_two,female,UKF,11,458754.75281781185
level_two,female,UKG,11,473053.6402178261
level_two,female,UKH,11,535132.8511701629
level_two,female,UKI,11,558976.1837310477
level_two,female,UKJ,11,764476.926897494
level_two,female,UKK,11,537564.7219927676
level_two,female,UKL,11,260289.80927624292
level_two,female,UKM,11,434042.73424956354
level_three,male,UKC,11,165461.77146071586
level_three,male,UKD,11,498459.39995832107
level_three,male,UKE,11,401447.5464755347
level_three,male,UKF,11,368134.95670554694
level_three,male,UKG,11,386141.30280792713
level_three,male,UKH,11,419411.92201204656
level_three,male,UKI,11,592241.7557130378
level_three,male,UKJ,11,606829.5218046663
level_three,male,UKK,11,384772.6234267688
level_three,male,UKL,11,228844.8335025376
level_three,male,UKM,11,448267.7865984817
level_three,female,UKC,11,180550.91607545142
level_three,female,UKD,11,461713.64837447973
level_three,female,UKE,11,374320.38907819876
level_three,female,UKF,11,349670.6926760865
level_three,female,UKG,11,390236.07227088854
level_three,female,UKH,11,427075.04671289335
level_three,female,UKI,11,599356.0729935226
level_three,female,UKJ,11,617623.0709726571
level_three,female,UKK,11,385538.5647927257
level_three,female,UKL,11,227952.1139341926
level_three,female,UKM,11,512945.31389977236
level_four,male,UKC,11,229417.7590492804
level_four,male,UKD,11,698004.1895047001
level_four,male,UKE,11,479813.1829174119
level_four,male,UKF,11,403118.1125666423
level_four,male,UKG,11,522715.37612233823
level_four,male,UKH,11,656299.606128036
level_four,male,UKI,11,1562456.0366796863
level_four,male,UKJ,11,1103634.8605584197
level_four,male,UKK,11,602986.8065192795
level_four,male,UKL,11,286572.1340566632
level_four,male,UKM,11,564458.1309665018
level_four,female,UKC,11,266769.3025528708
level_four,female,UKD,11,808936.3575617046
level_four,female,UKE,11,551825.7253849931
level_four,female,UKF,11,463525.4908521604
level_four,female,UKG,11,596428.4278202477
level_four,female,UKH,11,684675.5246301293
level_four,female,UKI,11,1581436.9711013124
level_four,female,UKJ,11,1263215.773496531
level_four,female,UKK,11,697598.6714418543
level_four,female,UKL,11,356502.69222693896
level_four,female,UKM,11,710371.6165551434
no_qualifications,male,UKC,12,96418.97683062319
no_qualifications,male,UKD,12,276374.2207644388
no_qualifications,male,UKE,12,198507.94887874782
no_qualifications,male,UKF,12,140281.09336870274
no_qualifications,male,UKG,12,273162.047936072
no_qualifications,male,UKH,12,185644.9818718562
no_qualifications,male,UKI,12,225608.8991472738
no_qualifications,male,UKJ,12,194025.6645547302
no_qualifications,male,UKK,12,118251.02914789214
no_qualifications,male,UKL,12,116873.593400308
no_qualifications,male,UKM,12,212712.67018356454
no_qualifications,female,UKC,12,108173.21355236434
no_qualifications,female,UKD,12,277043.0405086185
no_qualifications,female,UKE,12,218312.30386123314
no_qualifications,female,UKF,12,148280.65380552827
no_qualifications,female,UKG,12,280567.96336947405
no_qualifications,female,UKH,12,187469.0402670233
no_qualifications,female,UKI,12,230725.50266162324
no_qualifications,female,UKJ,12,200929.22144302586
no_qualifications,female,UKK,12,113569.82002409582
no_qualifications,female,UKL,12,126012.92300310102
no_qualifications,female,UKM,12,230199.02858284887
level_one,male,UKC,12,250823.50883971603
level_one,male,UKD,12,597425.056808995
level_one,male,UKE,12,431429.9222715595
level_one,male,UKF,12,404224.36440793495
level_one,male,UKG,12,503803.39073599986
level_one,male,UKH,12,536805.9865668886
level_one,male,UKI,12,436480.79969822866
level_one,male,UKJ,12,692034.8727842038
level_one,male,UKK,12,457586.7459992153
level_one,male,UKL,12,266614.78113565274
level_one,male,UKM,12,309528.0263383932
level_one,female,UKC,12,305439.03196074447
level_one,female,UKD,12,743567.1450362745
level_one,female,UKE,12,565306.2721775916
level_one,female,UKF,12,503517.45665346045
level_one,female,UKG,12,588738.4977153775
level_one,female,UKH,12,659986.2789112765
level_one,female,UKI,12,522650.8797851523
level_one,female,UKJ,12,828049.6844558676
level_one,female,UKK,12,555767.165027594
level_one,female,UKL,12,315370.2948412642
level_one,female,UKM,12,404532.78562422306
level_two,male,UKC,12,292646.2974896325
level_two,male,UKD,12,723263.9434245505
level_two,male,UKE,12,595517.8621215555
level_two,male,UKF,12,525664.2837540014
level_two,male,UKG,12,547025.3245164077
level_two,male,UKH,12,569444.0803537713
level_two,male,UKI,12,574755.7854051649
level_two,male,UKJ,12,878029.1801055442
level_two,male,UKK,12,608308.278899434
level_two,male,UKL,12,322102.76708128356
level_two,male,UKM,12,580735.8280839197
level_two,female,UKC,12,239497.19520764225
level_two,female,UKD,12,647378.7234217233
level_two,female,UKE,12,494658.97030794394
level_two,female,UKF,12,459119.54275692155
level_two,female,UKG,12,472126.48086303007
level_two,female,UKH,12,535474.0208025188
level_two,female,UKI,12,560527.9524616402
level_two,female,UKJ,12,765175.4660602421
level_two,female,UKK,12,538956.5859690855
level_two,female,UKL,12,259083.62432595761
level_two,female,UKM,12,432354.67946166924
level_three,male,UKC,12,164927.60961690315
level_three,male,UKD,12,498954.89576295577
level_three,male,UKE,12,401761.9764419799
level_three,male,UKF,12,366268.4370740688
level_three,male,UKG,12,388438.7277215145
level_three,male,UKH,12,418499.21094329684
level_three,male,UKI,12,593838.3806092133
level_three,male,UKJ,12,609077.8898587697
level_three,male,UKK,12,384713.5084915101
level_three,male,UKL,12,228543.68482147812
level_three,male,UKM,12,449356.3692194909
level_three,female,UKC,12,180706.28847279004
level_three,female,UKD,12,461495.77622059284
level_three,female,UKE,12,375413.60927801835
level_three,female,UKF,12,350737.5858944594
level_three,female,UKG,12,390522.70186822716
level_three,female,UKH,12,426649.28236639017
level_three,female,UKI,12,599376.1220467236
level_three,female,UKJ,12,617985.5193174965
level_three,female,UKK,12,384735.1440096483
level_three,female,UKL,12,228291.2761211707
level_three,female,UKM,12,511497.28361145454
level_four,male,UKC,12,228310.61501225308
level_four,male,UKD,12,698710.3195025789
level_four,male,UKE,12,479886.63917004113
level_four,male,UKF,12,405546.06336191285
level_four,male,UKG,12,523770.1654700061
level_four,male,UKH,12,655601.580203202
level_four,male,UKI,12,1563625.6313046452
level_four,male,UKJ,12,1105556.5882337582
level_four,male,UKK,12,601268.1207516812
level_four,male,UKL,12,286408.556998515
level_four,male,UKM,12,563210.5652104969
level_four,female,UKC,12,266496.0031151017
level_four,female,UKD,12,810424.6479368113
level_four,female,UKE,12,552127.1654271553
level_four,female,UKF,12,461858.8451634078
level_four,female,UKG,12,595267.7860264893
level_four,female,UKH,12,684174.4129692969
level_four,female,UKI,12,1582251.3114913774
level_four,female,UKJ,12,1260626.3811303105
level_four,female,UKK,12,698859.3904006169
level_four,female,UKL,12,356843.69844089873
level_four,female,UKM,12,710398.5750988665
no_qualifications,male,UKC,13,96792.98461479641
no_qualifications,male,UKD,13,275921.2688472589
no_qualifications,male,UKE,13,198123.11621975468
no_qualifications,male,UKF,13,139877.2539748468
no_qualifications,male,UKG,13,273629.7889239484
no_qualifications,male,UKH,13,186198.30214884816
no_qualifications,male,UKI,13,225501.44046771858
no_qualifications,male,UKJ,13,194584.2440475029
no_qualifications,male,UKK,13,117256.48799615039
no_qualifications,male,UKL,13,116811.98117025316
no_qualifications,male,UKM,13,212471.001825439
no_qualifications,female,UKC,13,107706.39864195179
no_qualifications,female,UKD,13,277546.50362610474
no_qualifications,female,UKE,13,217670.83476574835
no_qualifications,female,UKF,13,149277.65451866883
no_qualifications,female,UKG,13,281242.3807398935
no_qualifications,female,UKH,13,187917.23854449022
no_qualifications,female,UKI,13,231250.8388599013
no_qualifications,female,UKJ,13,201088.43877613227
no_qualifications,female,UKK,13,113384.6295836675
no_qualifications,female,UKL,13,125648.77107780529
no_qualifications,female,UKM,13,229296.21941251736
level_one,male,UKC,13,250607.90475110244
level_one,male,UKD,13,598380.5759703079
level_one,male,UKE,13,430760.43963246513
level_one,male,UKF,13,405356.9681726483
