education,gender,nuts1,parameter_set,vote_intention,predicted_probability
level_four,female,UKF,2,ukip,9.49892807016717e-05
level_four,female,UKG,2,ukip,2.48520794488819e-06
level_four,female,UKH,2,ukip,0.000355055864055668
level_four,female,UKI,2,ukip,0.000111902618611214
level_four,female,UKJ,2,ukip,7.95947271776663e-06
level_four,female,UKK,2,ukip,1.62362862328527e-06
level_four,female,UKL,2,ukip,0.000541079221509238
level_four,female,UKM,2,ukip,9.1720346949292e-05
no_qualifications,male,UKC,2,libdem,0.0151476551892733
no_qualifications,male,UKD,2,libdem,0.0319507418429231
no_qualifications,male,UKE,2,libdem,0.0390747687187813
no_qualifications,male,UKF,2,libdem,0.0533649838214572
no_qualifications,male,UKG,2,libdem,0.0337074639664523
no_qualifications,male,UKH,2,libdem,0.0644067555690252
no_qualifications,male,UKI,2,libdem,0.0594063896361056
no_qualifications,male,UKJ,2,libdem,0.0831858618788057
no_qualifications,male,UKK,2,libdem,0.208004779594842
no_qualifications,male,UKL,2,libdem,0.0326781962991093
no_qualifications,male,UKM,2,libdem,0.0550101041745238
no_qualifications,female,UKC,2,libdem,0.015232551688274
no_qualifications,female,UKD,2,libdem,0.0320096754857492
no_qualifications,female,UKE,2,libdem,0.0398976637920304
no_qualifications,female,UKF,2,libdem,0.0559779153001713
no_qualifications,female,UKG,2,libdem,0.0348077196066444
no_qualifications,female,UKH,2,libdem,0.0679636890988248
no_qualifications,female,UKI,2,libdem,0.059887563245517
no_qualifications,female,UKJ,2,libdem,0.0857470881921365
no_qualifications,female,UKK,2,libdem,0.212482696790926
no_qualifications,female,UKL,2,libdem,0.0363152484936742
no_qualifications,female,UKM,2,libdem,0.0456050006732454
level_one,male,UKC,2,libdem,0.0157378061904021
level_one,male,UKD,2,libdem,0.0343592665612964
level_one,male,UKE,2,libdem,0.0417403570741472
level_one,male,UKF,2,libdem,0.0603501304647143
level_one,male,UKG,2,libdem,0.0388721536391327
level_one,male,UKH,2,libdem,0.071569877965851
level_one,male,UKI,2,libdem,0.0669449851121601
level_one,male,UKJ,2,libdem,0.0880110869270874
level_one,male,UKK,2,libdem,0.222932375633876
level_one,male,UKL,2,libdem,0.038925217208143
level_one,male,UKM,2,libdem,0.0478539553773045
level_one,female,UKC,2,libdem,0.0157168367021642
level_one,female,UKD,2,libdem,0.0338834915468489
level_one,female,UKE,2,libdem,0.0420751136490144
level_one,female,UKF,2,libdem,0.0615718012264063
level_one,female,UKG,2,libdem,0.0391689538499536
level_one,female,UKH,2,libdem,0.0744206962635369
level_one,female,UKI,2,libdem,0.0663534477897649
level_one,female,UKJ,2,libdem,0.0897961388313563
level_one,female,UKK,2,libdem,0.221263954278054
level_one,female,UKL,2,libdem,0.0401756340039624
level_one,female,UKM,2,libdem,0.0389847054837492
level_two,male,UKC,2,libdem,0.0107849247492717
level_two,male,UKD,2,libdem,0.0231813103870619
level_two,male,UKE,2,libdem,0.0285543541614223
level_two,male,UKF,2,libdem,0.040398698488148
level_two,male,UKG,2,libdem,0.0253866937247303
level_two,male,UKH,2,libdem,0.0493772136062624
level_two,male,UKI,2,libdem,0.0451470049873418
level_two,male,UKJ,2,libdem,0.0624272330689977
level_two,male,UKK,2,libdem,0.16383168222337
level_two,male,UKL,2,libdem,0.0236295607944914
level_two,male,UKM,2,libdem,0.0333135047107634
level_two,female,UKC,2,libdem,0.0108584040656423
level_two,female,UKD,2,libdem,0.0230849900044721
level_two,female,UKE,2,libdem,0.0289533511056202
level_two,female,UKF,2,libdem,0.0415012495919271
level_two,female,UKG,2,libdem,0.0257802554633538
level_two,female,UKH,2,libdem,0.0512703102137877
level_two,female,UKI,2,libdem,0.0452310315959488
level_two,female,UKJ,2,libdem,0.0637863627537868
level_two,female,UKK,2,libdem,0.163407739895538
level_two,female,UKL,2,libdem,0.025644911429415
level_two,female,UKM,2,libdem,0.0274743244414928
level_three,male,UKC,2,libdem,0.0189441001231188
level_three,male,UKD,2,libdem,0.0413673326910849
level_three,male,UKE,2,libdem,0.0496012937914366
level_three,male,UKF,2,libdem,0.0707317115866191
level_three,male,UKG,2,libdem,0.0464462622509852
level_three,male,UKH,2,libdem,0.083205902117424
level_three,male,UKI,2,libdem,0.0800022448187879
level_three,male,UKJ,2,libdem,0.10206626023893
level_three,male,UKK,2,libdem,0.248745231697719
level_three,male,UKL,2,libdem,0.0442087402107775
level_three,male,UKM,2,libdem,0.055890566996092
level_three,female,UKC,2,libdem,0.0189924477217726
level_three,female,UKD,2,libdem,0.041139516635376
level_three,female,UKE,2,libdem,0.0503194043364215
level_three,female,UKF,2,libdem,0.0732108704937742
level_three,female,UKG,2,libdem,0.0474027450719762
level_three,female,UKH,2,libdem,0.0867980723418191
level_three,female,UKI,2,libdem,0.0799116614260126
level_three,female,UKJ,2,libdem,0.104336192965169
level_three,female,UKK,2,libdem,0.251342999350276
level_three,female,UKL,2,libdem,0.0473669565537871
level_three,female,UKM,2,libdem,0.0462807123344787
level_four,male,UKC,2,libdem,0.0317025880578325
level_four,male,UKD,2,libdem,0.068337089157967
level_four,male,UKE,2,libdem,0.080813292133176
level_four,male,UKF,2,libdem,0.116333056564978
level_four,male,UKG,2,libdem,0.0798820141246623
level_four,male,UKH,2,libdem,0.133265583618969
level_four,male,UKI,2,libdem,0.129443416366679
level_four,male,UKJ,2,libdem,0.154575230703828
level_four,male,UKK,2,libdem,0.334973432148861
level_four,male,UKL,2,libdem,0.0761126099249286
level_four,male,UKM,2,libdem,0.077244506936119
level_four,female,UKC,2,libdem,0.0316516158092129
level_four,female,UKD,2,libdem,0.0673422699620799
level_four,female,UKE,2,libdem,0.081314801791815
level_four,female,UKF,2,libdem,0.117771428386697
level_four,female,UKG,2,libdem,0.0798593248621153
level_four,female,UKH,2,libdem,0.137237841578943
level_four,female,UKI,2,libdem,0.127738858451928
level_four,female,UKJ,2,libdem,0.156928660964833
level_four,female,UKK,2,libdem,0.331474372663474
level_four,female,UKL,2,libdem,0.0779547359468609
level_four,female,UKM,2,libdem,0.0657075765312043
no_qualifications,male,UKC,2,green,0.550958124644897
no_qualifications,male,UKD,2,green,0.471129341432093
no_qualifications,male,UKE,2,green,0.39949456244492
no_qualifications,male,UKF,2,green,0.283364888780208
no_qualifications,male,UKG,2,green,0.307545090889911
no_qualifications,male,UKH,2,green,0.200530658294317
no_qualifications,male,UKI,2,green,0.416670981753441
no_qualifications,male,UKJ,2,green,0.286002133799145
no_qualifications,male,UKK,2,green,0.266708296524042
no_qualifications,male,UKL,2,green,0.333963569162802
no_qualifications,male,UKM,2,green,0.353601667656846
no_qualifications,female,UKC,2,green,0.647599757104587
no_qualifications,female,UKD,2,green,0.577354742194745
no_qualifications,female,UKE,2,green,0.507130170416159
no_qualifications,female,UKF,2,green,0.393306996303088
no_qualifications,female,UKG,2,green,0.411230177294307
no_qualifications,female,UKH,2,green,0.286307051330097
no_qualifications,female,UKI,2,green,0.513720840725188
no_qualifications,female,UKJ,2,green,0.38011944623676
no_qualifications,female,UKK,2,green,0.365275221073327
no_qualifications,female,UKL,2,green,0.484154567656978
no_qualifications,female,UKM,2,green,0.384844683426832
level_one,male,UKC,2,green,0.622795504229988
level_one,male,UKD,2,green,0.569075541150388
level_one,male,UKE,2,green,0.484828632133416
level_one,male,UKF,2,green,0.379857717521412
level_one,male,UKG,2,green,0.414160979918029
level_one,male,UKH,2,green,0.268242071804235
level_one,male,UKI,2,green,0.527839312059095
level_one,male,UKJ,2,green,0.352925204704843
level_one,male,UKK,2,green,0.343106878225639
level_one,male,UKL,2,green,0.466798680771636
level_one,male,UKM,2,green,0.362639085622479
level_one,female,UKC,2,green,0.708202298774971
level_one,female,UKD,2,green,0.667271685501159
level_one,female,UKE,2,green,0.590537477166393
level_one,female,UKF,2,green,0.499900884978422
level_one,female,UKG,2,green,0.525895603205333
level_one,female,UKH,2,green,0.368822962779883
level_one,female,UKI,2,green,0.621967127873903
level_one,female,UKJ,2,green,0.451724441141278
level_one,female,UKK,2,green,0.445674320957521
level_one,female,UKL,2,green,0.611974502213115
level_one,female,UKM,2,green,0.3778182337176
level_two,male,UKC,2,green,0.607029656265688
level_two,male,UKD,2,green,0.549678523412601
level_two,male,UKE,2,green,0.475411268704701
level_two,male,UKF,2,green,0.369137967098692
level_two,male,UKG,2,green,0.392255903542037
level_two,male,UKH,2,green,0.26869818350936
level_two,male,UKI,2,green,0.504728658775188
level_two,male,UKJ,2,green,0.356463040761534
level_two,male,UKK,2,green,0.353170629389856
level_two,male,UKL,2,green,0.412344870579481
level_two,male,UKM,2,green,0.366374159290368
level_two,female,UKC,2,green,0.689880495526994
level_two,female,UKD,2,green,0.644503101334248
level_two,female,UKE,2,green,0.57668097977369
level_two,female,UKF,2,green,0.484513972989352
level_two,female,UKG,2,green,0.497011533874767
level_two,female,UKH,2,green,0.365687708654318
level_two,female,UKI,2,green,0.595265935976443
level_two,female,UKJ,2,green,0.452359176130585
level_two,female,UKK,2,green,0.456768547980245
level_two,female,UKL,2,green,0.562882894660506
level_two,female,UKM,2,green,0.382692421996799
level_three,male,UKC,2,green,0.573707665056717
level_three,male,UKD,2,green,0.515631043885152
level_three,male,UKE,2,green,0.431431676637911
level_three,male,UKF,2,green,0.32507558955591
level_three,male,UKG,2,green,0.363512299457937
level_three,male,UKH,2,green,0.226475645841904
level_three,male,UKI,2,green,0.478388707815847
level_three,male,UKJ,2,green,0.305308979965052
level_three,male,UKK,2,green,0.286356618758022
level_three,male,UKL,2,green,0.38769898595971
level_three,male,UKM,2,green,0.309917667700939
level_three,female,UKC,2,green,0.665881694521417
level_three,female,UKD,2,green,0.620907745592764
level_three,female,UKE,2,green,0.53865582644821
level_three,female,UKF,2,green,0.44131449016226
level_three,female,UKG,2,green,0.475855391397767
level_three,female,UKH,2,green,0.317161094462418
level_three,female,UKI,2,green,0.578515141518499
level_three,female,UKJ,2,green,0.398584512630461
level_three,female,UKK,2,green,0.384758484437472
level_three,female,UKL,2,green,0.536884554983003
level_three,female,UKM,2,green,0.333860141609927
level_four,male,UKC,2,green,0.621485832369251
level_four,male,UKD,2,green,0.574813945065617
level_four,male,UKE,2,green,0.483216148747347
level_four,male,UKF,2,green,0.385474935812427
level_four,male,UKG,2,green,0.438770515169136
level_four,male,UKH,2,green,0.26956547384885
level_four,male,UKI,2,green,0.537504447815217
level_four,male,UKJ,2,green,0.340229449020595
level_four,male,UKK,2,green,0.311368363529045
level_four,male,UKL,2,green,0.468451688112129
level_four,male,UKM,2,green,0.30573463738404
level_four,female,UKC,2,green,0.701900459987515
level_four,female,UKD,2,green,0.668593176511753
level_four,female,UKE,2,green,0.58315875894422
level_four,female,UKF,2,green,0.499863918432111
level_four,female,UKG,2,green,0.548703713062589
level_four,female,UKH,2,green,0.364736049361937
level_four,female,UKI,2,green,0.626045916368829
level_four,female,UKJ,2,green,0.430186824805809
level_four,female,UKK,2,green,0.400664172786065
level_four,female,UKL,2,green,0.604993188585801
level_four,female,UKM,2,green,0.330227884789892
no_qualifications,male,UKC,2,plaid,1.17010127142286e-07
no_qualifications,male,UKD,2,plaid,1.61308067126465e-05
no_qualifications,male,UKE,2,plaid,7.36779191741974e-05
no_qualifications,male,UKF,2,plaid,0.010854076163112
no_qualifications,male,UKG,2,plaid,0.00339923156495607
no_qualifications,male,UKH,2,plaid,0.00154593600697001
no_qualifications,male,UKI,2,plaid,5.95731675965645e-06
no_qualifications,male,UKJ,2,plaid,0.00209325581224966
no_qualifications,male,UKK,2,plaid,0.000363517352366685
no_qualifications,male,UKL,2,plaid,0.213466900516833
no_qualifications,male,UKM,2,plaid,0.00105594332888377
no_qualifications,female,UKC,2,plaid,6.02419806123138e-08
no_qualifications,female,UKD,2,plaid,8.27426894464014e-06
no_qualifications,female,UKE,2,plaid,3.85201619751945e-05
no_qualifications,female,UKF,2,plaid,0.00585863260139641
no_qualifications,female,UKG,2,plaid,0.00180027361001283
no_qualifications,female,UKH,2,plaid,0.000836012838741097
no_qualifications,female,UKI,2,plaid,3.07520233057009e-06
no_qualifications,female,UKJ,2,plaid,0.00110625298934049
no_qualifications,female,UKK,2,plaid,0.000190254063916586
no_qualifications,female,UKL,2,plaid,0.133790623545106
no_qualifications,female,UKM,2,plaid,0.000448412853005051
level_one,male,UKC,2,plaid,4.27499898930141e-08
level_one,male,UKD,2,plaid,6.10285158392842e-06
level_one,male,UKE,2,plaid,2.76983106567406e-05
level_one,male,UKF,2,plaid,0.00434904781798492
level_one,male,UKG,2,plaid,0.00138234358682213
level_one,male,UKH,2,plaid,0.000605711259613631
level_one,male,UKI,2,plaid,2.3642102177722e-06
level_one,male,UKJ,2,plaid,0.000781826562397297
level_one,male,UKK,2,plaid,0.000137730775905059
level_one,male,UKL,2,plaid,0.101754397254988
level_one,male,UKM,2,plaid,0.000323471477356633
level_one,female,UKC,2,plaid,2.18577848043181e-08
level_one,female,UKD,2,plaid,3.08141013671566e-06
level_one,female,UKE,2,plaid,1.42959697258619e-05
level_one,female,UKF,2,plaid,0.00227603169416572
level_one,female,UKG,2,plaid,0.000713612093021943
level_one,female,UKH,2,plaid,0.000322614855525191
level_one,female,UKI,2,plaid,1.19992133315777e-06
level_one,female,UKJ,2,plaid,0.000408674375541313
level_one,female,UKK,2,plaid,7.00309720789607e-05
level_one,female,UKL,2,plaid,0.0558936722560089
level_one,female,UKM,2,plaid,0.000134948513991498
level_two,male,UKC,2,plaid,1.09000094196979e-07
level_two,male,UKD,2,plaid,1.52543307033986e-05
level_two,male,UKE,2,plaid,7.00049990835465e-05
level_two,male,UKF,2,plaid,0.0106588574524253
level_two,male,UKG,2,plaid,0.00333371078167089
level_two,male,UKH,2,plaid,0.00152959758193987
level_two,male,UKI,2,plaid,5.85053026553787e-06
level_two,male,UKJ,2,plaid,0.00201433604125895
level_two,male,UKK,2,plaid,0.000358574408179823
level_two,male,UKL,2,plaid,0.201968900821133
level_two,male,UKM,2,plaid,0.000830627748199096
level_two,female,UKC,2,plaid,5.61847904665513e-08
level_two,female,UKD,2,plaid,7.77762969108502e-06
level_two,female,UKE,2,plaid,3.63446835706642e-05
level_two,female,UKF,2,plaid,0.00563366160258274
level_two,female,UKG,2,plaid,0.00173616745742634
level_two,female,UKH,2,plaid,0.000813883530879566
level_two,female,UKI,2,plaid,3.00123639989617e-06
level_two,female,UKJ,2,plaid,0.00105513259498537
level_two,female,UKK,2,plaid,0.000183212115182363
level_two,female,UKL,2,plaid,0.123430123519627
level_two,female,UKM,2,plaid,0.000350882647665817
level_three,male,UKC,2,plaid,6.6174433820406e-08
level_three,male,UKD,2,plaid,9.48077165567343e-06
level_three,male,UKE,2,plaid,4.25623860151173e-05
level_three,male,UKF,2,plaid,0.00659216156319412
level_three,male,UKG,2,plaid,0.00213161746459738
level_three,male,UKH,2,plaid,0.000916273517054808
level_three,male,UKI,2,plaid,3.6732859707369e-06
level_three,male,UKJ,2,plaid,0.00118619977029688
level_three,male,UKK,2,plaid,0.000205153099388222
level_three,male,UKL,2,plaid,0.14276895089289
level_three,male,UKM,2,plaid,0.000488885951447582
level_three,female,UKC,2,plaid,3.39665418259687e-08
level_three,female,UKD,2,plaid,4.82756368095498e-06
level_three,female,UKE,2,plaid,2.21093182735499e-05
level_three,female,UKF,2,plaid,0.0035036807413682
level_three,female,UKG,2,plaid,0.00111497627750588
level_three,female,UKH,2,plaid,0.000489698485580503
level_three,female,UKI,2,plaid,1.87889929969595e-06
level_three,female,UKJ,2,plaid,0.000621422671703699
level_three,female,UKK,2,plaid,0.00010621170374826
level_three,female,UKL,2,plaid,0.0830484114389365
level_three,female,UKM,2,plaid,0.000207336049413355
level_four,male,UKC,2,plaid,3.619294874026e-08
level_four,male,UKD,2,plaid,5.18703589447788e-06
level_four,male,UKE,2,plaid,2.31600005674616e-05
level_four,male,UKF,2,plaid,0.00366108187856259
level_four,male,UKG,2,plaid,0.00121947934206321
level_four,male,UKH,2,plaid,0.000502586774360321
level_four,male,UKI,2,plaid,2.02589685992481e-06
level_four,male,UKJ,2,plaid,0.000628106015214376
level_four,male,UKK,2,plaid,0.000103384862874159
level_four,male,UKL,2,plaid,0.0857556672884498
level_four,male,UKM,2,plaid,0.000226469830574178
level_four,female,UKC,2,plaid,1.85011528131322e-08
level_four,female,UKD,2,plaid,2.61739616276376e-06
level_four,female,UKE,2,plaid,1.1933723435904e-05
level_four,female,UKF,2,plaid,0.0019010790850079
level_four,female,UKG,2,plaid,0.000624614667117776
level_four,female,UKH,2,plaid,0.000265157161984535
level_four,female,UKI,2,plaid,1.02393600719765e-06
level_four,female,UKJ,2,plaid,0.000326771722699492
level_four,female,UKK,2,plaid,5.24344326747373e-05
level_four,female,UKL,2,plaid,0.0465296506368335
level_four,female,UKM,2,plaid,9.86668081406396e-05
no_qualifications,male,UKC,2,snp,0.00111283571670154
no_qualifications,male,UKD,2,snp,1.67501097674148e-09
no_qualifications,male,UKE,2,snp,5.39198530625916e-06
no_qualifications,male,UKF,2,snp,0.000200981565031968
no_qualifications,male,UKG,2,snp,1.00865184274404e-06
no_qualifications,male,UKH,2,snp,8.61775538266802e-05
no_qualifications,male,UKI,2,snp,1.58659162245824e-06
no_qualifications,male,UKJ,2,snp,1.83525828239364e-05
no_qualifications,male,UKK,2,snp,7.30184013427564e-10
no_qualifications,male,UKL,2,snp,4.42377163595477e-07
no_qualifications,male,UKM,2,snp,0.269743589482182
no_qualifications,female,UKC,2,snp,0.00224949204623443
no_qualifications,female,UKD,2,snp,3.37727694235407e-09
no_qualifications,female,UKE,2,snp,1.10805111072651e-05
no_qualifications,female,UKF,2,snp,0.000424238538166082
no_qualifications,female,UKG,2,snp,2.09625798289475e-06
no_qualifications,female,UKH,2,snp,0.00018302187379198
no_qualifications,female,UKI,2,snp,3.21932454333567e-06
no_qualifications,female,UKJ,2,snp,3.80800980232852e-05
no_qualifications,female,UKK,2,snp,1.50193743239747e-09
no_qualifications,female,UKL,2,snp,9.89396104318073e-07
no_qualifications,female,UKM,2,snp,0.369102215582477
level_one,male,UKC,2,snp,0.00234818173859306
level_one,male,UKD,2,snp,3.66451146334809e-09
level_one,male,UKE,2,snp,1.17210649189495e-05
level_one,male,UKF,2,snp,0.000462571164981196
level_one,male,UKG,2,snp,2.36668739866053e-06
level_one,male,UKH,2,snp,0.000195025182027575
level_one,male,UKI,2,snp,3.64102718469627e-06
level_one,male,UKJ,2,snp,3.95771410717465e-05
level_one,male,UKK,2,snp,1.59946576751254e-09
level_one,male,UKL,2,snp,1.0719710108045e-06
level_one,male,UKM,2,snp,0.386542321243828
level_one,female,UKC,2,snp,0.00470796625134538
level_one,female,UKD,2,snp,7.27294529469137e-09
level_one,female,UKE,2,snp,2.37790905007794e-05
level_one,female,UKF,2,snp,0.000949482700014366
level_one,female,UKG,2,snp,4.7995349068337e-06
level_one,female,UKH,2,snp,0.000408108369602306
level_one,female,UKI,2,snp,7.26385631612813e-06
level_one,female,UKJ,2,snp,8.12810536103567e-05
level_one,female,UKK,2,snp,3.1965993069614e-09
level_one,female,UKL,2,snp,2.22670311198375e-06
level_one,female,UKM,2,snp,0.462009860130211
level_two,male,UKC,2,snp,0.002281436022773
level_two,male,UKD,2,snp,3.49060098475906e-09
level_two,male,UKE,2,snp,1.12897054865617e-05
level_two,male,UKF,2,snp,0.000434753912927604
level_two,male,UKG,2,snp,2.17974506553874e-06
level_two,male,UKH,2,snp,0.000187873461941445
level_two,male,UKI,2,snp,3.43363702543509e-06
level_two,male,UKJ,2,snp,3.89155244136387e-05
level_two,male,UKK,2,snp,1.58719205876615e-09
level_two,male,UKL,2,snp,9.19109268860244e-07
level_two,male,UKM,2,snp,0.373952707801889
level_two,female,UKC,2,snp,0.00461102260445432
level_two,female,UKD,2,snp,6.99567849538659e-09
level_two,female,UKE,2,snp,2.30383963493271e-05
level_two,female,UKF,2,snp,0.000898497758665587
level_two,female,UKG,2,snp,4.45479844257338e-06
level_two,female,UKH,2,snp,0.00039255166816817
level_two,female,UKI,2,snp,6.92364999707524e-06
level_two,female,UKJ,2,snp,8.00322951772824e-05
level_two,female,UKK,2,snp,3.18725170632854e-09
level_two,female,UKL,2,snp,2.00746859759997e-06
level_two,female,UKM,2,snp,0.449938728339611
level_three,male,UKC,2,snp,0.00267675949538822
level_three,male,UKD,2,snp,4.19381676894856e-09
level_three,male,UKE,2,snp,1.32686524409381e-05
level_three,male,UKF,2,snp,0.000517574757515358
level_three,male,UKG,2,snp,2.69044365182128e-06
level_three,male,UKH,2,snp,0.00021740324549295
level_three,male,UKI,2,snp,4.16748484382631e-06
level_three,male,UKJ,2,snp,4.42569074875171e-05
level_three,male,UKK,2,snp,1.75522093602808e-09
level_three,male,UKL,2,snp,1.15692458821281e-06
level_three,male,UKM,2,snp,0.407649574176077
level_three,female,UKC,2,snp,0.00538569891679998
level_three,female,UKD,2,snp,8.39403258276815e-09
level_three,female,UKE,2,snp,2.70919327147302e-05
level_three,female,UKF,2,snp,0.00107777476689121
level_three,female,UKG,2,snp,5.5263976195491e-06
level_three,female,UKH,2,snp,0.000456405490309854
level_three,female,UKI,2,snp,8.37912968599762e-06
level_three,female,UKJ,2,snp,9.10715494930635e-05
level_three,female,UKK,2,snp,3.57162827067473e-09
level_three,female,UKL,2,snp,2.49476172011189e-06
level_three,female,UKM,2,snp,0.483191546228106
level_four,male,UKC,2,snp,0.00476624737784385
level_four,male,UKD,2,snp,7.48660450704956e-09
level_four,male,UKE,2,snp,2.35574354272665e-05
level_four,male,UKF,2,snp,0.000935155980323256
level_four,male,UKG,2,snp,5.01777250860884e-06
level_four,male,UKH,2,snp,0.000388859966966724
level_four,male,UKI,2,snp,7.49956380271138e-06
level_four,male,UKJ,2,snp,7.64154330510668e-05
level_four,male,UKK,2,snp,2.88587219259934e-09
level_four,male,UKL,2,snp,2.14984381172964e-06
level_four,male,UKM,2,snp,0.464721738863741
level_four,female,UKC,2,snp,0.00952893161578921
level_four,female,UKD,2,snp,1.48495326655204e-08
level_four,female,UKE,2,snp,4.77120833183135e-05
level_four,female,UKF,2,snp,0.00190418387814378
level_four,female,UKG,2,snp,1.00970323567332e-05
level_four,female,UKH,2,snp,0.000805886992305211
level_four,female,UKI,2,snp,1.48993202753034e-05
level_four,female,UKJ,2,snp,0.000156197000101603
level_four,female,UKK,2,snp,5.75299448003641e-09
level_four,female,UKL,2,snp,4.43184607071525e-06
level_four,female,UKM,2,snp,0.511200065261195
no_qualifications,male,UKC,2,other,0.0379003729407719
no_qualifications,male,UKD,2,other,0.0378033480658661
no_qualifications,male,UKE,2,other,0.0337364655222036
no_qualifications,male,UKF,2,other,0.0263171155226739
no_qualifications,male,UKG,2,other,0.0482891201958506
no_qualifications,male,UKH,2,other,0.029837487497147
no_qualifications,male,UKI,2,other,0.0273865659925554
no_qualifications,male,UKJ,2,other,0.0360866807184873
no_qualifications,male,UKK,2,other,0.0594208905034839
no_qualifications,male,UKL,2,other,0.0105080497773627
no_qualifications,male,UKM,2,other,0.0220296138802622
no_qualifications,female,UKC,2,other,0.0391611667934547
no_qualifications,female,UKD,2,other,0.0389200770404895
no_qualifications,female,UKE,2,other,0.0354019557139158
no_qualifications,female,UKF,2,other,0.0283810373485243
no_qualifications,female,UKG,2,other,0.0512227085618884
no_qualifications,female,UKH,2,other,0.0323639358762143
no_qualifications,female,UKI,2,other,0.0283806508964077
no_qualifications,female,UKJ,2,other,0.0382281308147312
no_qualifications,female,UKK,2,other,0.0623764890454133
no_qualifications,female,UKL,2,other,0.0120106170696719
no_qualifications,female,UKM,2,other,0.0187799915334378
level_one,male,UKC,2,other,0.0450916361467274
level_one,male,UKD,2,other,0.0465968012259944
level_one,male,UKE,2,other,0.0413297324043384
level_one,male,UKF,2,other,0.034205781058197
level_one,male,UKG,2,other,0.063679996885109
level_one,male,UKH,2,other,0.0380758192693677
level_one,male,UKI,2,other,0.0354525594746677
level_one,male,UKJ,2,other,0.0438061065076728
level_one,male,UKK,2,other,0.0731075940296066
level_one,male,UKL,2,other,0.0144178353839971
level_one,male,UKM,2,other,0.0220501278730402
level_one,female,UKC,2,other,0.046260060489834
level_one,female,UKD,2,other,0.0472122545777835
level_one,female,UKE,2,other,0.0428078478514652
level_one,female,UKF,2,other,0.03587339254573
level_one,female,UKG,2,other,0.0658946838733774
level_one,female,UKH,2,other,0.040690076489285
level_one,female,UKI,2,other,0.0361162351190821
level_one,female,UKJ,2,other,0.0459222563723178
level_one,female,UKK,2,other,0.0745433681795611
level_one,female,UKL,2,other,0.0153045683217583
level_one,female,UKM,2,other,0.0184698259025332
level_two,male,UKC,2,other,0.0500662432373202
level_two,male,UKD,2,other,0.0507495611185454
level_two,male,UKE,2,other,0.0455309462359947
level_two,male,UKF,2,other,0.0368520311328282
level_two,male,UKG,2,other,0.0668631196881683
level_two,male,UKH,2,other,0.0419757660352979
level_two,male,UKI,2,other,0.0382818472324456
level_two,male,UKJ,2,other,0.0491965319774003
level_two,male,UKK,2,other,0.0826443627147386
level_two,male,UKL,2,other,0.0142186578414706
level_two,male,UKM,2,other,0.0247854737784627
level_two,female,UKC,2,other,0.0517681459982897
level_two,female,UKD,2,other,0.0519109917281075
level_two,female,UKE,2,other,0.0474248625262238
level_two,female,UKF,2,other,0.0389072537575062
level_two,female,UKG,2,other,0.0697035357628812
level_two,female,UKH,2,other,0.044780752460673
level_two,female,UKI,2,other,0.0394090970116858
level_two,female,UKJ,2,other,0.0516298144491476
level_two,female,UKK,2,other,0.0846410628927041
level_two,female,UKL,2,other,0.0158691239568248
level_two,female,UKM,2,other,0.0210139659974318
level_three,male,UKC,2,other,0.0468399515365049
level_three,male,UKD,2,other,0.0485853839747426
level_three,male,UKE,2,other,0.042630209936577
level_three,male,UKF,2,other,0.0348966811658383
level_three,male,UKG,2,other,0.0658999606563712
level_three,male,UKH,2,other,0.0386812085969212
level_three,male,UKI,2,other,0.036985246712002
level_three,male,UKJ,2,other,0.0446167809994809
level_three,male,UKK,2,other,0.0730176252399656
level_three,male,UKL,2,other,0.0142003941811581
level_three,male,UKM,2,other,0.0223971232059304
level_three,female,UKC,2,other,0.0482375836755858
level_three,female,UKD,2,other,0.0496410833547619
level_three,female,UKE,2,other,0.0444360237420731
level_three,female,UKF,2,other,0.0371286589118741
level_three,female,UKG,2,other,0.0690641022919213
level_three,female,UKH,2,other,0.0414691924304607
level_three,female,UKI,2,other,0.037969979162373
level_three,female,UKJ,2,other,0.0468611215823194
level_three,female,UKK,2,other,0.075797109522274
level_three,female,UKL,2,other,0.0156479742869714
level_three,female,UKM,2,other,0.0190689831133424
level_four,male,UKC,2,other,0.0473668366064027
level_four,male,UKD,2,other,0.0491527117313201
level_four,male,UKE,2,other,0.042895654119487
level_four,male,UKF,2,other,0.0357611622836152
level_four,male,UKG,2,other,0.0696177339888333
level_four,male,UKH,2,other,0.0392227742774792
level_four,male,UKI,2,other,0.0377281670831415
level_four,male,UKJ,2,other,0.0436517013872374
level_four,male,UKK,2,other,0.0679929876695328
level_four,male,UKL,2,other,0.0149697270690841
level_four,male,UKM,2,other,0.0191945194562404
level_four,female,UKC,2,other,0.0485777617919136
level_four,female,UKD,2,other,0.0497658403910083
level_four,female,UKE,2,other,0.0443511892540462
level_four,female,UKF,2,other,0.0372183682948775
level_four,female,UKG,2,other,0.0714706646017252
level_four,female,UKH,2,other,0.0415168154338182
level_four,female,UKI,2,other,0.0382709561415669
level_four,female,UKJ,2,other,0.0455410357355994
level_four,female,UKK,2,other,0.0691425171694263
level_four,female,UKL,2,other,0.0157696004967609
level_four,female,UKM,2,other,0.0167896420726521
no_qualifications,male,UKC,3,conservative,0.21301965830302
no_qualifications,male,UKD,3,conservative,0.374364715070957
no_qualifications,male,UKE,3,conservative,0.338075367995318
no_qualifications,male,UKF,3,conservative,0.478155134479326
